postcode,borough,crime_type,date,borough_risk_level,borough_crime_rate,training_text,risk_score,premium_multiplier
KT1 9DZ,Kingston upon Thames,Vehicle Crime,2020-06-13,Low,62.1,"Crime Data: Vehicle Crime in Kingston upon Thames (KT1 9DZ)
Date: 2020-06-13 at 00:17
Outcome: Under Investigation
Risk Factors: Borough crime rate 62.1, Low risk area, High time risk
Assessment: Vehicles in KT1 9DZ area have low theft risk due to 62.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.21,0.8
E17 1QE,Waltham Forest,Vehicle Crime,2023-03-11,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E17 1QE)
Date: 2023-03-11 at 05:34
Outcome: Under Investigation
Risk Factors: Borough crime rate 86.7, Medium risk area, High time risk
Assessment: Vehicles in E17 1QE area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.67,1.0
W1 5WJ,Westminster,Vehicle Crime,2023-03-15,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W1 5WJ)
Date: 2023-03-15 at 05:48
Outcome: Under Investigation
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in W1 5WJ area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
SE10 9TQ,Greenwich,Vehicle Crime,2024-04-09,Medium,95.4,"Crime Data: Vehicle Crime in Greenwich (SE10 9TQ)
Date: 2024-04-09 at 23:33
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 95.4, Medium risk area, High time risk
Assessment: Vehicles in SE10 9TQ area have medium theft risk due to 95.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.54,1.0
SW1 8QZ,Westminster,Vehicle Crime,2021-11-16,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 8QZ)
Date: 2021-11-16 at 05:01
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in SW1 8QZ area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
NW10 5MY,Brent,Vehicle Crime,2021-09-18,Medium,90.5,"Crime Data: Vehicle Crime in Brent (NW10 5MY)
Date: 2021-09-18 at 12:03
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 90.5, Medium risk area, High time risk
Assessment: Vehicles in NW10 5MY area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.05,1.0
SE3 1LT,Greenwich,Vehicle Crime,2022-01-13,Medium,95.4,"Crime Data: Vehicle Crime in Greenwich (SE3 1LT)
Date: 2022-01-13 at 22:32
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 95.4, Medium risk area, High time risk
Assessment: Vehicles in SE3 1LT area have medium theft risk due to 95.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.54,1.0
E9 9WR,Hackney,Vehicle Crime,2024-12-08,High,140.1,"Crime Data: Vehicle Crime in Hackney (E9 9WR)
Date: 2024-12-08 at 23:58
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 140.1, High risk area, High time risk
Assessment: Vehicles in E9 9WR area have high theft risk due to 140.1 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",60.01,1.2
W1 1JY,Westminster,Vehicle Crime,2023-08-17,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (W1 1JY)
Date: 2023-08-17 at 17:43
Outcome: Under Investigation
Risk Factors: Borough crime rate 349.9, Very High risk area, Medium time risk
Assessment: Vehicles in W1 1JY area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",65.0,1.3
E11 8SD,Waltham Forest,Vehicle Crime,2022-08-27,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E11 8SD)
Date: 2022-08-27 at 22:54
Outcome: Under Investigation
Risk Factors: Borough crime rate 86.7, Medium risk area, High time risk
Assessment: Vehicles in E11 8SD area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.67,1.0
CR4 4YB,Merton,Vehicle Crime,2022-01-05,Low,73.1,"Crime Data: Vehicle Crime in Merton (CR4 4YB)
Date: 2022-01-05 at 19:45
Outcome: Caution (simple or conditional)
Risk Factors: Borough crime rate 73.1, Low risk area, Medium time risk
Assessment: Vehicles in CR4 4YB area have low theft risk due to 73.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",28.31,0.8
N4 4QC,Haringey,Vehicle Crime,2021-02-09,Medium,85.9,"Crime Data: Vehicle Crime in Haringey (N4 4QC)
Date: 2021-02-09 at 05:47
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 85.9, Medium risk area, High time risk
Assessment: Vehicles in N4 4QC area have medium theft risk due to 85.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.59,1.0
SE17 3RV,Southwark,Vehicle Crime,2022-11-05,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE17 3RV)
Date: 2022-11-05 at 06:35
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 130.4, High risk area, High time risk
Assessment: Vehicles in SE17 3RV area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.04,1.2
WC1 9FW,Camden,Vehicle Crime,2023-06-21,High,172.4,"Crime Data: Vehicle Crime in Camden (WC1 9FW)
Date: 2023-06-21 at 03:40
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in WC1 9FW area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
SE15 1UH,Southwark,Vehicle Crime,2024-02-05,High,130.4,"Crime Data: Vehicle Crime in Southwark (SE15 1UH)
Date: 2024-02-05 at 08:24
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 130.4, High risk area, Medium time risk
Assessment: Vehicles in SE15 1UH area have high theft risk due to 130.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",49.04,1.2
NW10 9QW,Brent,Vehicle Crime,2024-09-04,Medium,90.5,"Crime Data: Vehicle Crime in Brent (NW10 9QW)
Date: 2024-09-04 at 21:11
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 90.5, Medium risk area, Medium time risk
Assessment: Vehicles in NW10 9QW area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",39.05,1.0
SW18 7RC,Wandsworth,Vehicle Crime,2024-07-28,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW18 7RC)
Date: 2024-07-28 at 02:42
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW18 7RC area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
E15 4DT,Newham,Vehicle Crime,2023-02-21,High,128.9,"Crime Data: Vehicle Crime in Newham (E15 4DT)
Date: 2023-02-21 at 06:53
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 128.9, High risk area, High time risk
Assessment: Vehicles in E15 4DT area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.89,1.2
SW11 9VD,Wandsworth,Vehicle Crime,2022-02-26,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW11 9VD)
Date: 2022-02-26 at 21:29
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW11 9VD area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
HA9 1DB,Brent,Vehicle Crime,2022-09-06,Medium,90.5,"Crime Data: Vehicle Crime in Brent (HA9 1DB)
Date: 2022-09-06 at 06:52
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 90.5, Medium risk area, High time risk
Assessment: Vehicles in HA9 1DB area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.05,1.0
NW1 4XM,Camden,Vehicle Crime,2021-06-07,High,172.4,"Crime Data: Vehicle Crime in Camden (NW1 4XM)
Date: 2021-06-07 at 15:48
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 172.4, High risk area, Medium time risk
Assessment: Vehicles in NW1 4XM area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",53.24,1.2
TW4 9ZF,Hounslow,Vehicle Crime,2022-07-26,Low,74.9,"Crime Data: Vehicle Crime in Hounslow (TW4 9ZF)
Date: 2022-07-26 at 06:48
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 74.9, Low risk area, High time risk
Assessment: Vehicles in TW4 9ZF area have low theft risk due to 74.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.49,0.8
E7 4TK,Newham,Vehicle Crime,2020-09-07,High,128.9,"Crime Data: Vehicle Crime in Newham (E7 4TK)
Date: 2020-09-07 at 15:29
Outcome: Under Investigation
Risk Factors: Borough crime rate 128.9, High risk area, Medium time risk
Assessment: Vehicles in E7 4TK area have high theft risk due to 128.9 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",48.89,1.2
SE20 5XH,Bromley,Vehicle Crime,2023-11-15,Low,65.4,"Crime Data: Vehicle Crime in Bromley (SE20 5XH)
Date: 2023-11-15 at 18:12
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 65.4, Low risk area, Medium time risk
Assessment: Vehicles in SE20 5XH area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",27.54,0.8
E11 3WT,Waltham Forest,Vehicle Crime,2022-05-25,Medium,86.7,"Crime Data: Vehicle Crime in Waltham Forest (E11 3WT)
Date: 2022-05-25 at 22:02
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 86.7, Medium risk area, High time risk
Assessment: Vehicles in E11 3WT area have medium theft risk due to 86.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.67,1.0
NW3 6BJ,Camden,Vehicle Crime,2021-05-06,High,172.4,"Crime Data: Vehicle Crime in Camden (NW3 6BJ)
Date: 2021-05-06 at 01:19
Outcome: Under Investigation
Risk Factors: Borough crime rate 172.4, High risk area, High time risk
Assessment: Vehicles in NW3 6BJ area have high theft risk due to 172.4 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",63.24,1.2
SE8 8NP,Greenwich,Vehicle Crime,2020-01-11,Medium,95.4,"Crime Data: Vehicle Crime in Greenwich (SE8 8NP)
Date: 2020-01-11 at 01:31
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 95.4, Medium risk area, High time risk
Assessment: Vehicles in SE8 8NP area have medium theft risk due to 95.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.54,1.0
N17 4QH,Haringey,Vehicle Crime,2020-12-28,Medium,85.9,"Crime Data: Vehicle Crime in Haringey (N17 4QH)
Date: 2020-12-28 at 03:46
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 85.9, Medium risk area, High time risk
Assessment: Vehicles in N17 4QH area have medium theft risk due to 85.9 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.59,1.0
KT4 6YZ,Kingston upon Thames,Vehicle Crime,2021-11-29,Low,62.1,"Crime Data: Vehicle Crime in Kingston upon Thames (KT4 6YZ)
Date: 2021-11-29 at 00:17
Outcome: Under Investigation
Risk Factors: Borough crime rate 62.1, Low risk area, High time risk
Assessment: Vehicles in KT4 6YZ area have low theft risk due to 62.1 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.21,0.8
UB1 6AA,Ealing,Vehicle Crime,2022-09-25,Medium,88.2,"Crime Data: Vehicle Crime in Ealing (UB1 6AA)
Date: 2022-09-25 at 23:22
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 88.2, Medium risk area, High time risk
Assessment: Vehicles in UB1 6AA area have medium theft risk due to 88.2 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.82,1.0
W14 2GN,Hammersmith and Fulham,Vehicle Crime,2021-11-24,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (W14 2GN)
Date: 2021-11-24 at 03:35
Outcome: Evidential difficulties victim does not support action
Risk Factors: Borough crime rate 125.3, High risk area, High time risk
Assessment: Vehicles in W14 2GN area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.53,1.2
BR1 9HC,Bromley,Vehicle Crime,2024-07-21,Low,65.4,"Crime Data: Vehicle Crime in Bromley (BR1 9HC)
Date: 2024-07-21 at 05:42
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 65.4, Low risk area, High time risk
Assessment: Vehicles in BR1 9HC area have low theft risk due to 65.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.54,0.8
HA1 8MM,Harrow,Vehicle Crime,2023-07-21,Low,66.8,"Crime Data: Vehicle Crime in Harrow (HA1 8MM)
Date: 2023-07-21 at 01:22
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 66.8, Low risk area, High time risk
Assessment: Vehicles in HA1 8MM area have low theft risk due to 66.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",37.68,0.8
UB2 2VC,Ealing,Vehicle Crime,2024-12-05,Medium,88.2,"Crime Data: Vehicle Crime in Ealing (UB2 2VC)
Date: 2024-12-05 at 05:25
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 88.2, Medium risk area, High time risk
Assessment: Vehicles in UB2 2VC area have medium theft risk due to 88.2 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",48.82,1.0
HA9 7KS,Brent,Vehicle Crime,2024-10-01,Medium,90.5,"Crime Data: Vehicle Crime in Brent (HA9 7KS)
Date: 2024-10-01 at 02:46
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 90.5, Medium risk area, High time risk
Assessment: Vehicles in HA9 7KS area have medium theft risk due to 90.5 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.05,1.0
SW6 2SF,Hammersmith and Fulham,Vehicle Crime,2023-09-29,High,125.3,"Crime Data: Vehicle Crime in Hammersmith and Fulham (SW6 2SF)
Date: 2023-09-29 at 23:56
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 125.3, High risk area, High time risk
Assessment: Vehicles in SW6 2SF area have high theft risk due to 125.3 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",58.53,1.2
SW12 9PR,Wandsworth,Vehicle Crime,2020-12-13,Medium,98.7,"Crime Data: Vehicle Crime in Wandsworth (SW12 9PR)
Date: 2020-12-13 at 05:51
Outcome: Evidential difficulties victim supports action
Risk Factors: Borough crime rate 98.7, Medium risk area, High time risk
Assessment: Vehicles in SW12 9PR area have medium theft risk due to 98.7 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.870000000000005,1.0
N13 9ZF,Enfield,Vehicle Crime,2024-10-19,Low,76.4,"Crime Data: Vehicle Crime in Enfield (N13 9ZF)
Date: 2024-10-19 at 03:00
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 76.4, Low risk area, High time risk
Assessment: Vehicles in N13 9ZF area have low theft risk due to 76.4 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",38.64,0.8
SW1 4XP,Westminster,Vehicle Crime,2022-02-20,Very High,349.9,"Crime Data: Vehicle Crime in Westminster (SW1 4XP)
Date: 2022-02-20 at 22:18
Outcome: Charged/Summonsed
Risk Factors: Borough crime rate 349.9, Very High risk area, High time risk
Assessment: Vehicles in SW1 4XP area have very high theft risk due to 349.9 crime rate per 1000 residents.
Insurance Impact: High premium adjustment (+20-30%)",75.0,1.3
N4 6GT,Islington,Vehicle Crime,2024-06-20,High,138.2,"Crime Data: Vehicle Crime in Islington (N4 6GT)
Date: 2024-06-20 at 05:42
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 138.2, High risk area, High time risk
Assessment: Vehicles in N4 6GT area have high theft risk due to 138.2 crime rate per 1000 residents.
Insurance Impact: Medium premium adjustment (+10-20%)",59.82,1.2
SE23 3XD,Lewisham,Vehicle Crime,2024-08-31,Medium,92.8,"Crime Data: Vehicle Crime in Lewisham (SE23 3XD)
Date: 2024-08-31 at 00:51
Outcome: Investigation complete - no suspect identified
Risk Factors: Borough crime rate 92.8, Medium risk area, High time risk
Assessment: Vehicles in SE23 3XD area have medium theft risk due to 92.8 crime rate per 1000 residents.
Insurance Impact: Standard premium rates",49.28,1.0
