crime_id,date,time,crime_type,borough,postcode,latitude,longitude,outcome,status,month,year,day_of_week,quarter,hour,deprivation_index,borough_crime_rate,distance_from_center,is_weekend,is_night,is_peak_crime_season,crime_severity_score,borough_risk_level,covid_period,postcode_area
MET202101344120,2021-11-08,05:41,Vehicle Crime,Westminster,W1 3UT,51.498968,-0.130283,Under Investigation,Pending,11,2021,Monday,Q4,5,3,349.9,4.896289283454642,0,1,1,0.978,Very High,Recovery,W1
MET202302440572,2023-02-19,06:55,Vehicle Crime,Barking and Dagenham,RM10 3RY,51.530618,0.181201,Investigation complete - no suspect identified,Unsolved,2,2023,Sunday,Q1,6,8,82.3,30.00883288398809,1,1,1,0.978,Medium,Post-COVID,RM10
MET202403950567,2024-09-22,04:51,Vehicle Crime,Southwark,SE1 7LF,51.499424,-0.090877,Investigation complete - no suspect identified,Unsolved,9,2024,Sunday,Q3,4,7,130.4,1.571790199392032,1,1,0,0.978,High,Post-COVID,SE1
MET202403670529,2024-06-10,03:33,Vehicle Crime,Lambeth,SW2 1LC,51.496107,-0.063727,Investigation complete - no suspect identified,Unsolved,6,2024,Monday,Q2,3,7,132.6,3.362611176293792,0,1,0,0.978,High,Post-COVID,SW2
MET202302977231,2023-09-19,06:21,Vehicle Crime,Greenwich,SE7 6CS,51.519935,-0.008727,Investigation complete - no suspect identified,Unsolved,9,2023,Tuesday,Q3,6,5,95.4,8.895528056480623,0,1,0,0.978,Medium,Post-COVID,SE7
MET202101122592,2021-07-27,07:52,Vehicle Crime,Westminster,W2 4PC,51.477933,-0.158808,Investigation complete - no suspect identified,Unsolved,7,2021,Tuesday,Q3,7,3,349.9,8.731031218608168,0,0,0,0.978,Very High,Recovery,W2
MET202302419278,2023-02-11,06:30,Vehicle Crime,Lambeth,SW4 9LS,51.447524,-0.135061,Investigation complete - no suspect identified,Unsolved,2,2023,Saturday,Q1,6,7,132.6,8.947916407909172,1,1,1,0.978,High,Post-COVID,SW4
MET202202277214,2022-12-16,04:38,Vehicle Crime,Southwark,SE1 6SL,51.501258,-0.102053,Evidential difficulties victim does not support action,Unsolved,12,2022,Friday,Q4,4,7,130.4,2.0115557478559145,0,1,1,0.978,High,Post-COVID,SE1
MET202201620000,2022-03-10,05:08,Vehicle Crime,Southwark,SE22 5KD,51.47736,-0.073231,Investigation complete - no suspect identified,Unsolved,3,2022,Thursday,Q1,5,7,130.4,4.349001759401904,0,1,0,0.978,High,Post-COVID,SE22
MET202302381986,2023-01-27,04:23,Vehicle Crime,Hounslow,TW3 3NN,51.482475,-0.362447,Under Investigation,Pending,1,2023,Friday,Q1,4,4,74.9,30.59022556559384,0,1,1,0.978,Low,Post-COVID,TW3
MET202403997026,2024-10-10,22:18,Vehicle Crime,Camden,NW5 6VZ,51.496842,-0.144904,Investigation complete - no suspect identified,Unsolved,10,2024,Thursday,Q4,22,4,172.4,6.514392999917836,0,1,1,0.978,High,Post-COVID,NW5
MET202404173286,2024-12-15,01:50,Vehicle Crime,Westminster,W2 6WZ,51.540878,-0.116464,Evidential difficulties victim supports action,Unsolved,12,2024,Sunday,Q4,1,3,349.9,4.343835742357372,1,1,1,0.978,Very High,Post-COVID,W2
MET202403938537,2024-09-18,21:14,Vehicle Crime,Waltham Forest,E17 4MW,51.604985,-0.047885,Investigation complete - no suspect identified,Unsolved,9,2024,Wednesday,Q3,21,6,86.7,11.125236825679467,0,0,0,0.978,Medium,Post-COVID,E17
MET202404071429,2024-11-07,20:54,Vehicle Crime,Barking and Dagenham,RM8 7XZ,51.536087,0.11774,Evidential difficulties victim supports action,Unsolved,11,2024,Thursday,Q4,20,8,82.3,23.041764782795,0,0,1,0.978,Medium,Post-COVID,RM8
MET202302846589,2023-07-29,06:41,Vehicle Crime,Redbridge,IG6 6PD,51.556516,0.109139,Evidential difficulties victim supports action,Unsolved,7,2023,Saturday,Q3,6,4,71.6,22.464738661516236,1,1,0,0.978,Low,Post-COVID,IG6
MET202302981529,2023-09-21,03:45,Vehicle Crime,Hackney,E9 7BG,51.566602,-0.024554,Investigation complete - no suspect identified,Unsolved,9,2023,Thursday,Q3,3,8,140.1,9.241936870447006,0,1,0,0.978,High,Post-COVID,E9
MET202403759873,2024-07-13,00:44,Vehicle Crime,Tower Hamlets,E1 8NW,51.504343,-0.099292,Evidential difficulties victim does not support action,Unsolved,7,2024,Saturday,Q3,0,9,135.8,1.5553794071777711,1,1,0,0.978,High,Post-COVID,E1
MET202403965261,2024-09-28,00:37,Vehicle Crime,Haringey,N15 1QD,51.57586,-0.11566,Evidential difficulties victim does not support action,Unsolved,9,2024,Saturday,Q3,0,7,85.9,7.5557457844479075,1,1,0,0.978,Medium,Post-COVID,N15
MET202403915462,2024-09-09,12:11,Vehicle Crime,Havering,RM13 3JJ,51.580574,0.28547,Investigation complete - no suspect identified,Unsolved,9,2024,Monday,Q3,12,3,64.7,42.18594555535645,0,0,0,0.978,Low,Post-COVID,RM13
MET202302958009,2023-09-11,04:26,Vehicle Crime,Bromley,BR1 2VG,51.458072,-0.003801,Investigation complete - no suspect identified,Unsolved,9,2023,Monday,Q3,4,2,65.4,11.239021595903235,0,1,0,0.978,Low,Post-COVID,BR1
MET202000231635,2020-05-05,02:18,Vehicle Crime,Tower Hamlets,E14 2RD,51.522032,0.037638,Evidential difficulties victim does not support action,Unsolved,5,2020,Tuesday,Q2,2,9,135.8,14.04513842800523,0,1,0,0.978,High,Initial Impact,E14
MET202201571895,2022-02-18,17:50,Vehicle Crime,Hillingdon,HA6 7BU,51.560868,-0.46718,Under Investigation,Pending,2,2022,Friday,Q1,17,3,70.2,42.35141359967936,0,0,1,0.978,Low,Post-COVID,HA6
MET202000424094,2020-08-17,01:41,Vehicle Crime,Lewisham,SE23 4PV,51.449097,0.00898,Investigation complete - no suspect identified,Unsolved,8,2020,Monday,Q3,1,6,92.8,12.971684452956817,0,1,0,0.978,Medium,Initial Impact,SE23
MET202000355687,2020-07-11,05:31,Vehicle Crime,Newham,E7 2SL,51.509953,0.014889,Investigation complete - no suspect identified,Unsolved,7,2020,Saturday,Q3,5,8,128.9,11.493649315710371,1,1,0,0.978,High,Initial Impact,E7
MET202404089316,2024-11-14,03:29,Vehicle Crime,Newham,E12 3BB,51.558511,0.008257,Evidential difficulties victim supports action,Unsolved,11,2024,Thursday,Q4,3,8,128.9,11.860016668081723,0,1,1,0.978,High,Post-COVID,E12
MET202100762545,2021-02-09,02:24,Vehicle Crime,Kensington and Chelsea,W11 4NV,51.477766,-0.208033,Investigation complete - no suspect identified,Unsolved,2,2021,Tuesday,Q1,2,2,145.7,13.834547439863735,0,1,1,0.978,High,Recovery,W11
MET202403871916,2024-08-24,11:37,Vehicle Crime,Hackney,E5 2LN,51.537101,-0.035851,Evidential difficulties victim does not support action,Unsolved,8,2024,Saturday,Q3,11,8,140.1,6.419020114242013,1,0,0,0.978,High,Post-COVID,E5
MET202302692447,2023-05-30,14:38,Vehicle Crime,Barnet,NW7 4AL,51.634944,-0.224464,Under Investigation,Pending,5,2023,Tuesday,Q2,14,2,68.5,20.234898262473973,0,0,0,0.978,Low,Post-COVID,NW7
MET202403305314,2024-01-25,22:01,Vehicle Crime,Haringey,N8 4AG,51.588174,-0.15112,Investigation complete - no suspect identified,Unsolved,1,2024,Thursday,Q1,22,7,85.9,10.818885621255324,0,1,1,0.978,Medium,Post-COVID,N8
MET202403680678,2024-06-14,03:17,Vehicle Crime,Camden,WC1 2UK,51.481183,-0.112027,Charged/Summonsed,Solved,6,2024,Friday,Q2,3,4,172.4,4.421590527081245,0,1,0,0.978,High,Post-COVID,WC1
MET202302924294,2023-08-29,15:59,Vehicle Crime,Camden,NW5 3UF,51.525896,-0.076077,Evidential difficulties victim does not support action,Unsolved,8,2023,Tuesday,Q3,15,4,172.4,1.9637137494927293,0,0,0,0.978,High,Post-COVID,NW5
MET202202183191,2022-11-06,06:30,Vehicle Crime,Newham,E16 3VC,51.496899,0.028862,Investigation complete - no suspect identified,Unsolved,11,2022,Sunday,Q4,6,8,128.9,13.16630534230633,1,1,1,0.978,High,Post-COVID,E16
MET202302344232,2023-01-12,12:58,Vehicle Crime,Newham,E6 2JZ,51.502816,0.052605,Under Investigation,Pending,1,2023,Thursday,Q1,12,8,128.9,15.71772271135356,0,0,1,0.978,High,Post-COVID,E6
MET202403972212,2024-10-01,03:30,Vehicle Crime,Camden,WC1 9JZ,51.50989,-0.175394,Investigation complete - no suspect identified,Unsolved,10,2024,Tuesday,Q4,3,4,172.4,9.642008809478234,0,1,1,0.978,High,Post-COVID,WC1
MET202403660420,2024-06-06,02:02,Vehicle Crime,Havering,RM5 2MP,51.596509,0.269896,Evidential difficulties victim supports action,Unsolved,6,2024,Thursday,Q2,2,3,64.7,40.84837521100365,0,1,0,0.978,Low,Post-COVID,RM5
MET202403764026,2024-07-15,01:53,Vehicle Crime,Enfield,N13 4JC,51.623883,-0.109015,Evidential difficulties victim supports action,Unsolved,7,2024,Monday,Q3,1,5,76.4,12.471217037562925,0,1,0,0.978,Low,Post-COVID,N13
MET202202115425,2022-10-08,22:38,Vehicle Crime,Greenwich,SE18 8QF,51.479734,0.052941,Under Investigation,Pending,10,2022,Saturday,Q4,22,5,95.4,16.149357245849576,1,1,1,0.978,Medium,Post-COVID,SE18
MET202303229923,2023-12-28,07:25,Vehicle Crime,Westminster,SW1 8WL,51.48891,-0.116257,Under Investigation,Pending,12,2023,Thursday,Q4,7,3,349.9,4.100499479018266,0,0,1,0.978,Very High,Post-COVID,SW1
MET202302648250,2023-05-12,06:05,Vehicle Crime,Greenwich,SE3 1XF,51.499456,0.055985,Investigation complete - no suspect identified,Unsolved,5,2023,Friday,Q2,6,5,95.4,16.123397593090587,0,1,0,0.978,Medium,Post-COVID,SE3
MET202000496173,2020-09-25,23:51,Vehicle Crime,Southwark,SE15 6NN,51.491265,-0.099069,Investigation complete - no suspect identified,Unsolved,9,2020,Friday,Q3,23,7,130.4,2.7179323776917785,0,1,0,0.978,High,Initial Impact,SE15
MET202100853427,2021-03-24,13:01,Vehicle Crime,Haringey,N15 7BG,51.614754,-0.137524,Evidential difficulties victim does not support action,Unsolved,3,2021,Wednesday,Q1,13,7,85.9,12.492403309393014,0,0,0,0.978,Medium,Recovery,N15
MET202201618107,2022-03-09,20:34,Vehicle Crime,Brent,NW6 9PZ,51.555657,-0.257032,Investigation complete - no suspect identified,Unsolved,3,2022,Wednesday,Q1,20,5,90.5,19.27536419173532,0,0,0,0.978,Medium,Post-COVID,NW6
MET202302835408,2023-07-25,17:10,Vehicle Crime,Bexley,DA6 9MC,51.475929,0.160501,Evidential difficulties victim does not support action,Unsolved,7,2023,Tuesday,Q3,17,3,63.9,27.96129086400481,0,0,0,0.978,Low,Post-COVID,DA6
MET202302457785,2023-02-26,15:32,Vehicle Crime,Greenwich,SE3 4BV,51.500391,0.066361,Evidential difficulties victim does not support action,Unsolved,2,2023,Sunday,Q1,15,5,95.4,17.261176552084766,1,0,1,0.978,Medium,Post-COVID,SE3
MET202201517323,2022-01-25,03:06,Vehicle Crime,Lambeth,SW8 9NX,51.460883,-0.145031,Investigation complete - no suspect identified,Unsolved,1,2022,Tuesday,Q1,3,7,132.6,8.556719983091828,0,1,1,0.978,High,Post-COVID,SW8
MET202000320971,2020-06-22,11:39,Vehicle Crime,Hackney,E5 3QE,51.545817,-0.084866,Evidential difficulties victim supports action,Unsolved,6,2020,Monday,Q2,11,8,140.1,3.6220792414091223,0,0,0,0.978,High,Initial Impact,E5
MET202101099278,2021-07-17,04:30,Vehicle Crime,Brent,HA0 8SS,51.535369,-0.297382,Evidential difficulties victim does not support action,Unsolved,7,2021,Saturday,Q3,4,5,90.5,23.30274699977854,1,1,0,0.978,Medium,Recovery,HA0
MET202403896506,2024-09-02,16:24,Vehicle Crime,Westminster,SW1 8DM,51.55202,-0.157857,Investigation complete - no suspect identified,Unsolved,9,2024,Monday,Q3,16,3,349.9,8.801982565770656,0,0,0,0.978,Very High,Post-COVID,SW1
MET202403416684,2024-03-07,00:34,Vehicle Crime,Newham,E12 2YG,51.516898,0.081248,Investigation complete - no suspect identified,Unsolved,3,2024,Thursday,Q1,0,8,128.9,18.857125846471614,0,1,0,0.978,High,Post-COVID,E12
MET202302919206,2023-08-27,08:16,Vehicle Crime,Barking and Dagenham,RM8 7AR,51.594261,0.173997,Evidential difficulties victim does not support action,Unsolved,8,2023,Sunday,Q3,8,8,82.3,30.498890863100936,1,0,0,0.978,Medium,Post-COVID,RM8
MET202403750310,2024-07-10,21:50,Vehicle Crime,Harrow,HA1 4YL,51.588129,-0.320648,Investigation complete - no suspect identified,Unsolved,7,2024,Wednesday,Q3,21,3,66.8,27.06003745223117,0,0,0,0.978,Low,Post-COVID,HA1
MET202403508511,2024-04-10,00:08,Vehicle Crime,Newham,E16 5LZ,51.518142,0.096398,Investigation complete - no suspect identified,Unsolved,4,2024,Wednesday,Q2,0,8,128.9,20.54152293439627,0,1,0,0.978,High,Post-COVID,E16
MET202202029776,2022-09-01,16:28,Vehicle Crime,Greenwich,SE8 3AR,51.484065,0.001425,Evidential difficulties victim supports action,Unsolved,9,2022,Thursday,Q3,16,5,95.4,10.509914031753407,0,0,0,0.978,Medium,Post-COVID,SE8
MET202403983058,2024-10-05,23:02,Vehicle Crime,Westminster,SW1 2HF,51.496331,-0.095244,Evidential difficulties victim does not support action,Unsolved,10,2024,Saturday,Q4,23,3,349.9,2.033129453954352,1,1,1,0.978,Very High,Post-COVID,SW1
MET202000273761,2020-05-27,20:44,Vehicle Crime,Hillingdon,HA6 3LL,51.536083,-0.468356,Evidential difficulties victim does not support action,Unsolved,5,2020,Wednesday,Q2,20,3,70.2,42.22804411295917,0,0,0,0.978,Low,Initial Impact,HA6
MET202404054381,2024-10-31,11:18,Vehicle Crime,Hillingdon,UB7 1WP,51.571612,-0.482434,Investigation complete - no suspect identified,Unsolved,10,2024,Thursday,Q4,11,3,70.2,44.19052846410084,0,0,1,0.978,Low,Post-COVID,UB7
MET202202072408,2022-09-19,15:48,Vehicle Crime,Lewisham,SE13 2JU,51.462738,-0.081265,Investigation complete - no suspect identified,Unsolved,9,2022,Monday,Q3,15,6,92.8,5.682116420713627,0,0,0,0.978,Medium,Post-COVID,SE13
MET202000600266,2020-11-20,01:21,Vehicle Crime,Kensington and Chelsea,SW5 3YU,51.484619,-0.147699,Under Investigation,Pending,11,2020,Friday,Q4,1,2,145.7,7.296540705402697,0,1,1,0.978,High,Initial Impact,SW5
MET202202176782,2022-11-03,11:13,Vehicle Crime,Islington,N19 6DK,51.549983,-0.115734,Investigation complete - no suspect identified,Unsolved,11,2022,Thursday,Q4,11,6,138.2,5.055766515598325,0,0,1,0.978,High,Post-COVID,N19
MET202302717602,2023-06-09,05:15,Vehicle Crime,Waltham Forest,E11 4RJ,51.651852,0.02092,Evidential difficulties victim supports action,Unsolved,6,2023,Friday,Q2,5,6,86.7,19.5950644750148,0,1,0,0.978,Medium,Post-COVID,E11
MET202404203328,2024-12-26,22:34,Vehicle Crime,Ealing,W5 7RE,51.488024,-0.331033,Investigation complete - no suspect identified,Unsolved,12,2024,Thursday,Q4,22,4,88.2,27.057078415040703,0,1,1,0.978,Medium,Post-COVID,W5
MET202000130581,2020-03-11,00:52,Vehicle Crime,Tower Hamlets,E3 3ZQ,51.571887,-0.010185,Investigation complete - no suspect identified,Unsolved,3,2020,Wednesday,Q1,0,9,135.8,10.8585243755988,0,1,0,0.978,High,Initial Impact,E3
MET202100830989,2021-03-13,04:42,Vehicle Crime,Redbridge,IG4 6ZG,51.563548,0.013055,Investigation complete - no suspect identified,Unsolved,3,2021,Saturday,Q1,4,4,71.6,12.582015705212305,1,1,0,0.978,Low,Recovery,IG4
MET202101137157,2021-08-03,04:13,Vehicle Crime,Islington,N7 7GE,51.51549,-0.107821,Evidential difficulties victim supports action,Unsolved,8,2021,Tuesday,Q3,4,6,138.2,2.146106681425957,0,1,0,0.978,High,Recovery,N7
MET202403942559,2024-09-20,09:52,Vehicle Crime,Brent,HA0 3EK,51.552694,-0.302559,Evidential difficulties victim supports action,Unsolved,9,2024,Friday,Q3,9,5,90.5,24.146639081941863,0,0,0,0.978,Medium,Post-COVID,HA0
MET202201549213,2022-02-08,04:59,Vehicle Crime,Merton,SW20 9SU,51.454542,-0.239378,Investigation complete - no suspect identified,Unsolved,2,2022,Tuesday,Q1,4,3,73.1,17.966326220705476,0,1,1,0.978,Low,Post-COVID,SW20
MET202403768338,2024-07-16,05:44,Vehicle Crime,Wandsworth,SW18 1RF,51.487796,-0.135839,Under Investigation,Pending,7,2024,Tuesday,Q3,5,3,98.7,5.964210800413858,0,1,0,0.978,Medium,Post-COVID,SW18
MET202100998285,2021-05-30,02:27,Vehicle Crime,Hackney,E8 7MY,51.545307,-0.016821,Investigation complete - no suspect identified,Unsolved,5,2021,Sunday,Q2,2,8,140.1,8.719176465601157,1,1,0,0.978,High,Recovery,E8
MET202403951600,2024-09-23,05:42,Vehicle Crime,Tower Hamlets,E14 8MS,51.478492,-0.037705,Investigation complete - no suspect identified,Unsolved,9,2024,Monday,Q3,5,9,135.8,6.85048034622129,0,1,0,0.978,High,Post-COVID,E14
MET202404073138,2024-11-07,16:27,Vehicle Crime,Havering,RM14 3AC,51.567217,0.266449,Investigation complete - no suspect identified,Unsolved,11,2024,Thursday,Q4,16,3,64.7,39.860602586347,0,0,1,0.978,Low,Post-COVID,RM14
MET202404167553,2024-12-13,03:53,Vehicle Crime,Camden,NW5 4MC,51.552072,-0.172683,Investigation complete - no suspect identified,Unsolved,12,2024,Friday,Q4,3,4,172.4,10.273033192871427,0,1,1,0.978,High,Post-COVID,NW5
MET202201735272,2022-04-28,09:52,Vehicle Crime,Camden,WC1 4YS,51.500793,-0.139989,Investigation complete - no suspect identified,Unsolved,4,2022,Thursday,Q2,9,4,172.4,5.8733222329588415,0,0,0,0.978,High,Post-COVID,WC1
MET202201665408,2022-03-29,20:49,Vehicle Crime,Enfield,EN2 9LU,51.639617,-0.098303,Evidential difficulties victim does not support action,Unsolved,3,2022,Tuesday,Q1,20,5,76.4,14.051424761591631,0,0,0,0.978,Low,Post-COVID,EN2
MET202201724165,2022-04-24,01:56,Vehicle Crime,Wandsworth,SW17 4RE,51.419169,-0.196039,Investigation complete - no suspect identified,Unsolved,4,2022,Sunday,Q2,1,3,98.7,15.86275833612564,1,1,0,0.978,Medium,Post-COVID,SW17
MET202303026447,2023-10-08,01:01,Vehicle Crime,Southwark,SE15 3FL,51.479621,-0.101781,Evidential difficulties victim supports action,Unsolved,10,2023,Sunday,Q4,1,7,130.4,4.024817145689765,1,1,1,0.978,High,Post-COVID,SE15
MET202101179136,2021-08-23,02:16,Vehicle Crime,Barnet,EN5 7SQ,51.663625,-0.21815,Investigation complete - no suspect identified,Unsolved,8,2021,Monday,Q3,2,2,68.5,22.019096921834635,0,1,0,0.978,Low,Recovery,EN5
MET202403977098,2024-10-03,02:06,Vehicle Crime,Greenwich,SE7 8KP,51.489401,-0.022756,Investigation complete - no suspect identified,Unsolved,10,2024,Thursday,Q4,2,5,95.4,7.779020916296268,0,1,1,0.978,Medium,Post-COVID,SE7
MET202403509295,2024-04-10,11:14,Vehicle Crime,Waltham Forest,E10 3RC,51.583206,0.012513,Investigation complete - no suspect identified,Unsolved,4,2024,Wednesday,Q2,11,6,86.7,13.638425232628752,0,0,0,0.978,Medium,Post-COVID,E10
MET202000586203,2020-11-12,23:29,Vehicle Crime,Newham,E15 7KK,51.539473,0.108782,Investigation complete - no suspect identified,Unsolved,11,2020,Thursday,Q4,23,8,128.9,22.09972235509341,0,1,1,0.978,High,Initial Impact,E15
MET202000417704,2020-08-13,01:53,Vehicle Crime,Camden,NW1 7FF,51.565452,-0.125132,Under Investigation,Pending,8,2020,Thursday,Q3,1,4,172.4,7.058760231562781,0,1,0,0.978,High,Initial Impact,NW1
MET202403897223,2024-09-03,03:49,Vehicle Crime,Southwark,SE15 6RJ,51.514301,-0.128357,Investigation complete - no suspect identified,Unsolved,9,2024,Tuesday,Q3,3,7,130.4,4.414160112960351,0,1,0,0.978,High,Post-COVID,SE15
MET202403307096,2024-01-26,03:41,Vehicle Crime,Barnet,EN5 7AT,51.645894,-0.157153,Investigation complete - no suspect identified,Unsolved,1,2024,Friday,Q1,3,2,68.5,16.558794519657795,0,1,1,0.978,Low,Post-COVID,EN5
MET202302875617,2023-08-10,03:49,Vehicle Crime,Camden,NW1 7KG,51.53295,-0.127362,Investigation complete - no suspect identified,Unsolved,8,2023,Thursday,Q3,3,4,172.4,4.818851405597101,0,1,0,0.978,High,Post-COVID,NW1
MET202000477175,2020-09-14,01:49,Vehicle Crime,Sutton,SM6 6NP,51.402336,-0.24428,Evidential difficulties victim does not support action,Unsolved,9,2020,Monday,Q3,1,2,62.9,21.227273429840515,0,1,0,0.978,Low,Initial Impact,SM6
MET202403965824,2024-09-28,01:54,Vehicle Crime,Lambeth,SW2 5VM,51.505774,-0.119017,Investigation complete - no suspect identified,Unsolved,9,2024,Saturday,Q3,1,7,132.6,3.4807833104868826,1,1,0,0.978,High,Post-COVID,SW2
MET202201565030,2022-02-15,04:16,Vehicle Crime,Wandsworth,SW15 1HK,51.461672,-0.164195,Investigation complete - no suspect identified,Unsolved,2,2022,Tuesday,Q1,4,3,98.7,10.167497002747792,0,1,1,0.978,Medium,Post-COVID,SW15
MET202101024526,2021-06-12,22:47,Vehicle Crime,Enfield,N18 6RQ,51.694943,0.00812,Under Investigation,Pending,6,2021,Saturday,Q2,22,5,76.4,22.83273487269869,1,1,0,0.978,Low,Recovery,N18
MET202403504127,2024-04-08,09:40,Vehicle Crime,Barking and Dagenham,RM8 9GF,51.584681,0.203361,Evidential difficulties victim supports action,Unsolved,4,2024,Monday,Q2,9,8,82.3,33.35955494404463,0,0,0,0.978,Medium,Post-COVID,RM8
MET202302997247,2023-09-27,02:23,Vehicle Crime,Lambeth,SW9 6XZ,51.43285,-0.146066,Evidential difficulties victim supports action,Unsolved,9,2023,Wednesday,Q3,2,7,132.6,10.983192636276874,0,1,0,0.978,High,Post-COVID,SW9
MET202201494042,2022-01-15,04:57,Vehicle Crime,Westminster,W1 6WV,51.480245,-0.104066,Investigation complete - no suspect identified,Unsolved,1,2022,Saturday,Q1,4,3,349.9,4.060918246049972,1,1,1,0.978,Very High,Post-COVID,W1
MET202000506561,2020-09-30,23:32,Vehicle Crime,Bexley,DA5 2FK,51.454127,0.119462,Under Investigation,Pending,9,2020,Wednesday,Q3,23,3,63.9,24.013762773870518,0,1,0,0.978,Low,Initial Impact,DA5
MET202000417436,2020-08-13,13:42,Vehicle Crime,Redbridge,IG3 8RP,51.538882,0.073879,Under Investigation,Pending,8,2020,Thursday,Q3,13,4,71.6,18.25562226884001,0,0,0,0.978,Low,Initial Impact,IG3
MET202101090122,2021-07-12,22:14,Vehicle Crime,Lewisham,SE23 5TU,51.458382,0.015945,Evidential difficulties victim does not support action,Unsolved,7,2021,Monday,Q3,22,6,92.8,13.113341632742769,0,1,0,0.978,Medium,Recovery,SE23
MET202202010784,2022-08-24,23:46,Vehicle Crime,Barking and Dagenham,IG11 5ZT,51.562401,0.146657,Investigation complete - no suspect identified,Unsolved,8,2022,Wednesday,Q3,23,8,82.3,26.673961476504665,0,1,0,0.978,Medium,Post-COVID,IG11
MET202201515164,2022-01-24,02:35,Vehicle Crime,Hammersmith and Fulham,W14 8VK,51.518561,-0.249384,Evidential difficulties victim does not support action,Unsolved,1,2022,Monday,Q1,2,4,125.3,17.856215916011347,0,1,1,0.978,High,Post-COVID,W14
