token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
156,0x01083da23cb9f43063bbe29eb73484e7386bca35,0xd8614671da75935ad6eeeb7b1ae2e2953320aeaf,Ford,Mustang,2006,WBA063067437760,EF06 CEP,standard,5127,25000,TW9 5LH,Richmond,low,2022-02-07,0x96ea1348dc6db9968bf069c26800f64aa8ac5fe71dd2b202046be63497aea19c,2023-06-20,0xc3b6bf0742ea9c730cef91518b53c0d431459f16bf67d814aabd2ecb3742e1c2,QmGBvvSYkq9LrRPDH76quenbCLcapRRiCodhw7ESH4sFu4,BlockDAG,ERC-721,45.0127,0,standard,True,True,True,2515,Petrol,Automatic,Grey,3,1,1,1,2023-07-09,2022-02-07,2023-06-20
157,0xc57be7f583a283676dd0eae9579780a3b41ff602,0x22cc971ad07d206495929451aca3ec54faa988a3,Mercedes,AMG GT,2023,WDD236543764033,BC23 BPL,luxury,76176,90000,EN1 1YA,Enfield,medium,2024-03-20,0x312d580c6461f8194d413d97696adb01078241702d1df024ef04a5ac6c740616,2024-05-21,0xaafbe41d3c520d78a416668d73a96f5cf3aabbf72f8154d007604f0ade4cd985,QmyoMAHiB6tMW18EivrrGmsHraCLRbMV1PdknNMmakCU55,BlockDAG,ERC-721,84.3,19,comprehensive,True,False,True,111957,Petrol,Manual,Silver,2,3,1,1,2023-07-17,2024-03-20,2024-05-21
158,0xbada04e27cc5c3fd12506b706ff69857dbbb485a,0x71c131032dab474f2a9e3ef7d634e88088a221a5,Volkswagen,Passat,2019,WBA190011137637,BC19 MAZ,standard,9095,15000,SE1 4PA,Southwark,medium,2023-08-02,0x7750ecf346e769482e2362f862591ab3168ca0daaf936fdbe59d78fd33532abd,2023-10-17,0xd9933dd50f599b28093cf3141bf46c4dc7e93b99d727162b4d6031d6f9762a14,QmhECc5seKKw2dHre8LJxr3QGTGLxqBex4ifjuB7EvnSqR,BlockDAG,ERC-721,43.9095,1,standard,True,True,False,112308,Electric,Automatic,Red,5,2,1,1,2023-11-04,2023-08-02,2023-10-17
159,0x6c5b90ce421d0653c007d4d5e46e4d8522bd8c0f,0x9b233977848d8b98e282a61c725d17a81fc1ab64,Ferrari,488,2006,ZFF063343651682,AB06 KLV,supercar,36918,180000,W1 6ET,Mayfair,high,2020-06-10,0x9a18517584d554f253179d6f0ff99c7f5b6ac5e74c31658372349ad19c866a8a,2024-08-12,0x72240821aa52230ab1ce161cf4d1f86a6edf556a33382da17579ea35760e3ced,Qm6wLSJNnXdJZTBu36tBHqWEd2WJcJrLuRJx7eEEa5k3DE,BlockDAG,ERC-721,95.0,15,comprehensive,False,True,True,66429,Electric,Manual,Silver,2,5,0,0,2024-09-19,2020-06-10,2024-08-12
160,0xe6971472edce1d1c80d866e5d8363c478eeca444,0xbd259fd26b8664c1374804d90b7f498ecd2f93f7,Aston Martin,DB9,1960,SCFAB609650757659,ABE QKL,luxury,144340,75000,N1 5AE,Islington,medium,2022-08-01,0x878c15cc290c28d13fbfdd0131267228d5cc47d40c26982d69ca4c4c5bee2d26,2023-11-10,0x1438030d3f6f20e53e1b606a52220ded05e43967fd989325600a92d265e6da45,QmVf2zQ1JMwtG4kU8GTFauRjDrvCkWU1DsZ1XAWZx8EokD,BlockDAG,ERC-721,79.5,38,comprehensive,False,False,True,132574,Diesel,Automatic,Blue,4,2,1,0,2023-03-25,2022-08-01,2023-11-10
161,0x891b24e4be876a753e4412dc7771220d4a00c4cc,0xafc39a5ac4adb6d694addb90b28bc20f95ab24c5,McLaren,P1,2018,WBA181375030480,CD18 TNX,supercar,446277,800000,SW1 5ED,Westminster,very_high,2023-04-21,0x7d4ba8ea674e2abf0a436ae3d8493b96a2f2511887a06351abc123e64ca92693,2024-12-08,0x12c70423f200ba77f5672515255719c6785f4900243747c9137477a6ce0b201c,QmtZgTdJxSiUzAzvthE1NjYq5qkxzNPy59zUEbpTm6jcJa,BlockDAG,ERC-721,95.0,197,comprehensive,True,True,False,87723,Hybrid,Manual,Black,4,3,2,1,2023-05-27,2023-04-21,2024-12-08
162,0x891b24e47c356d08d037a22ebf24ce1c2651583b,0x7c4cc086eebd49811058c4b74d5ae11f7e98b6d3,McLaren,570S,2014,WBA147432328513,DE14 ONT,supercar,71934,180000,N1 3QH,Islington,medium,2020-11-28,0x1471ce8a95b16ddb8e92e06594cd5d85a42e7cfccb91e4dc6382f934faeabc1b,2023-08-12,0xff1a135a75becc13f86d03062a6a8628bf521a27dd9c65803f38979fe7e962fe,Qm7gRYoyh7M1nzWKjeKgfE4aooDq7T7sTvWxoXY33xe1Rb,BlockDAG,ERC-721,90.0,21,comprehensive,True,True,False,54647,Hybrid,Manual,Blue,4,4,2,0,2023-07-09,2020-11-28,2023-08-12
163,0xe6971472a818db707cbc1e9aae48fba99ad68076,0x593a5ef75a80ecca81b494b0549eaeb9a5ef69cf,Aston Martin,DB9,2015,SCFAB153677955203,BC15 ZWC,luxury,32579,75000,SW3 8BX,Chelsea,high,2023-02-21,0x49ebd2daa3921d1dd8a2cb40b0af2c1df9f464d3892be6cd097647a23a01a226,2023-09-07,0x01f872b67b66a272027798e694e478c06736f268432c11922c8dc30b3aa262b0,QmH4ca3E8GaD3ghC2P2H1HzDmewtJUvzb84QgRoxmJYbcW,BlockDAG,ERC-721,87.2579,11,comprehensive,True,True,False,63705,Hybrid,Manual,Red,3,3,1,1,2023-11-25,2023-02-21,2023-09-07
164,0xa9cebc936a0b180a1a39e7d58f48475aa72cc61b,0x3150ab590f87f91de47abdd8512a7f005b8f6556,Porsche,911,2024,WP0249080424241,DE24 CPV,sports,41400,45000,SW3 3MF,Chelsea,high,2024-09-22,0x97bb8889a1c73fd25b65a12aa6c453ee805cc29dd8a3501c3983e4aa5b99261f,2024-05-16,0xd72f58d254b9a1f9978ab487d757e08a09f29bbe72e750fd286bf3f6b6d78fa7,Qm4C5GFvqPuxV4wpzbWnoxv3B8h8MLfvkVaNer36Xf77cf,BlockDAG,ERC-721,74.64,12,comprehensive,True,True,True,140864,Hybrid,Manual,Blue,2,2,1,1,2024-09-27,2024-09-22,2024-05-16
165,0xfac8f46ffc6a11887e2a40632fc74d8c9d4d4164,0x8447f31837ad9ccff1555ae4409ca176caaa15d1,Jaguar,XK,2019,SAJ195312456286,AB19 WJI,luxury,15158,25000,SW11 1WW,Wandsworth,low,2021-09-10,0xca4a5aadd2b6a7696b10a06cb60f6394cd15a395b8e1e23049131e1af2f5cdc2,2024-04-17,0xf08b6202ddbcdd3164c1599d251dd107034ed3dca3a3ca4ca61fa6c1d706bdb8,QmDDKUA423XMVUGxRBhPZwXZzsJCtw6vTxsfN4WSnXQghz,BlockDAG,ERC-721,75.9158,3,standard,True,False,True,51395,Diesel,Manual,Red,4,1,0,0,2024-09-11,2021-09-10,2024-04-17
166,0x01083da27eb33dae49c8cfe309094cbc32470b5a,0xe41a590583071c22a0763179632096d13ba304a2,Ford,Mustang,2011,WBA116100006698,BC11 GMJ,standard,7779,25000,SW1 7AS,Westminster,very_high,2024-01-10,0x61ab8222cf1c689fee34d47d7a80abcf397699fe1551ccb191c6f12cb5206f6c,2023-11-30,0xf885a7df71175a769dde1c15e7f28a6b76de66523d19c6b72f0754e5fdc9b632,QmS6UiiqYdLe54uDLw5DtYcS9DjYEf7bGEbQQuWkxWH45c,BlockDAG,ERC-721,57.7779,2,standard,True,True,False,60784,Electric,Manual,Silver,3,5,0,0,2024-10-18,2024-01-10,2023-11-30
167,0x01083da2c5afe38c311b354aa2bece83e3a4c46a,0x8f77ddd74595d309e5e4e67f7629e1fcf9ffe88d,Ford,Focus,2008,WBA084825963398,EF08 JLB,standard,1938,8000,TW9 7JQ,Richmond,low,2024-12-13,0x8cc9683dcf8c010ee8783f6e0708c628e3e7f1f9e2b30a70465d37b21d0ce112,2023-03-01,0x3eb001615e10c9dc83e8857b9db413c22785cda2592fe9aa9cd79de3b6ae6f98,QmLVdKxYHqzLQ5U3yDnNbmf2S3kRjCbX1wZDjcsduX94Zh,BlockDAG,ERC-721,43.6938,0,standard,False,True,True,113577,Hybrid,Automatic,Silver,2,1,0,0,2024-02-12,2024-12-13,2023-03-01
168,0xfac8f46f22f6556da34e29f946dc06c2470d5704,0xde8ada8766c1b04e0966a93950ab87b7654a600e,Jaguar,E-Type,2006,SAJ067789126514,AB06 NJB,luxury,12306,60000,E1 5NI,Tower Hamlets,high,2021-02-17,0x3cef19824c9adc29f5bdf7bdb52e1825a57b4629bd6b466bceffdb0b55819c81,2024-11-01,0xad1ba367b3af5cfa7048c8932bd70036adb4db736d449276245e55285d5062ec,Qme8aLZJBNPqmhs1KJxqaf4j8buXoNxjrac1U47DS5bRNK,BlockDAG,ERC-721,84.33059999999999,4,standard,False,True,True,40680,Electric,Manual,Red,3,5,0,1,2023-06-24,2021-02-17,2024-11-01
169,0x891b24e412a7cf1d8c0c5e78b83f92d9af69990a,0xaa59f08c800d089b9f578645746b4f9fa1e52b05,McLaren,P1,2024,WBA244134663547,AB24 RUJ,supercar,736000,800000,EN1 3MQ,Enfield,medium,2024-02-06,0xf8d572fa4f0de445c0f30177623c64c4de335531ad2782246d890ebed660c765,2024-03-05,0x0d11e30a2a9b1457e8f47e295d3756fc23eb9c7df667d66b76c33b2078f9bce6,QmFApFtdys98FHVz8XmSAfkV5WGxz7BW9uC1jKBV5S9Q1R,BlockDAG,ERC-721,85.0,187,comprehensive,True,True,True,144067,Hybrid,Manual,Black,5,3,0,1,2024-10-12,2024-02-06,2024-03-05
170,0xc57be7f50ea655b0b1725e905b1f11261844360b,0xdf2a1e70ed9abd47c64d46f1909741fd964a3708,Mercedes,SL,2008,WDD081518648148,AB08 YCA,luxury,8481,35000,SW1 4SN,Westminster,very_high,2020-05-14,0xa67aebdf0b488077e8a0345df62165a1e88a4e37c51d28daede7aad87c09f712,2023-11-14,0xf1dbb1d6ca8bffe5a1ec4b13a62de8c027b5a2f09fee88c6982da05ecea4ad1d,QmAksiLMCBuUNoX6Y1EqSqhoxJTiwX9o6abjbJVqmZX7ts,BlockDAG,ERC-721,89.1481,3,standard,True,False,True,141459,Hybrid,Automatic,Grey,2,1,2,0,2023-03-03,2020-05-14,2023-11-14
171,0xbcb48ddd3c6aabef0d7760e9850bc9d14a9ee935,0xdc3ee42fad9b01dd959b0a66b8c02e3b83085232,BMW,M3,2016,WBA165215136862,AB16 FWZ,premium,11804,25000,SW11 9HS,Wandsworth,low,2021-03-03,0xdd06e503be8ea05c0df0a1dc5055650b6866c8d505d69b48d53a7cf8fb8492d1,2023-01-16,0xad7c66ace975bd0fbeeb5cb1d8b01cef96fed450d7df9a14167df2be41f66260,Qm5ZDRGAWfqBuXsQ7SoXaCBanwnW7ULqw9aTGDwq6LvCLF,BlockDAG,ERC-721,55.6804,1,standard,True,False,True,45945,Hybrid,Automatic,Blue,4,2,2,0,2023-07-20,2021-03-03,2023-01-16
172,0x79351440c0d712bc42913942de9fc5d8ca3ae3e6,0x4c10d4d9c7d16ce05c2796e8659e289ec7365048,Lamborghini,Huracan,2018,WBA181385396816,DE18 GSQ,supercar,100412,180000,SW1 5IO,Westminster,very_high,2020-05-22,0xf22110322260dc104f52cf2b3ca3fda4f8406ac24be32c7896adb3ee436f6ae1,2024-12-07,0x54c5ea8a1addeb5d7da2c235b5322842c6f493a8d28e7fe59d8bf136085ba4ed,QmNUp7FJcw3q3X8NVWy712aJjyMGKzEUUchXiZwXJ6JAcx,BlockDAG,ERC-721,95.0,44,comprehensive,True,False,False,117489,Electric,Manual,White,5,5,0,1,2024-06-27,2020-05-22,2024-12-07
173,0x53092a173763644bb9c6510debe6fb83c9c93518,0xfae228a2cf676678fe31dc88b15c6b2fb094e2c7,Toyota,Prius,2016,WBA165126434603,CD16 DCW,standard,5665,12000,W1 1II,Mayfair,high,2024-01-02,0x710651cf0580119106fa812aff80b48a9f7e3f0af65d29a75382d2aaa40d17fa,2024-02-09,0x7a6e62278ddd83339928a7ce608dba0a073e3d68c99641e9e8a5d2799821a569,QmVQi22M21cUmyzC6UgP9azgXsFyrV5KeHRRk9ASC8JRsE,BlockDAG,ERC-721,50.0665,1,standard,False,False,True,49189,Diesel,Manual,Grey,4,2,2,1,2024-08-09,2024-01-02,2024-02-09
174,0x92b457e4efbd98da4b25574cfa2bea486be69d27,0xda51a97559e0d6542b3514f0c03915f21f7e4d5f,Audi,A8,2014,WAU140385741767,CD14 MMP,premium,19981,50000,W1 8OH,Mayfair,high,2024-06-02,0xc988c7fe3ebfe6aa11c997a6c9b8846b23bf7812dfc61e01d962a91b22447d87,2023-09-07,0x74cf41e912143267513f2028837ec8411df29cd9341755694446fa0b649c0adb,QmYVTSZMfcEebbm9wLBKMgARBNA5bHUUfwW7iAprPDv8ej,BlockDAG,ERC-721,67.4981,5,standard,True,True,True,149624,Diesel,Manual,White,5,3,1,1,2024-01-10,2024-06-02,2023-09-07
175,0x891b24e47bcf7ae88ccaeca9eb73491d37ab6574,0x38c1268193e6c5e4c54b56ea90181e0ed1a21384,McLaren,570S,2002,WBA027255918701,EF02 WXV,supercar,26447,180000,SW11 8UW,Wandsworth,low,2021-05-07,0x7a0e31fa5f22017b78489d25faf785861d6f2f06bfa027eb803329a4b1ea215e,2023-11-13,0x98b22e0c8f4ea70bc0042ed8056e42cb7874615110b0aa7d42560314b92d339b,QmBAHA6VHn5XyzJit8uB5XYjYcHpTY7oefqJxsCKGAafx5,BlockDAG,ERC-721,89.1447,6,standard,True,False,False,145649,Diesel,Automatic,Black,5,4,1,0,2024-08-31,2021-05-07,2023-11-13
176,0x891b24e4a8707b06dd4a43b17e988b4fb8d5b913,0x31e39df0e73bc65853f4c4edcb43c47a2d613740,McLaren,720S,2005,WBA055732868836,CD05 XQM,supercar,41512,220000,W1 6EO,Mayfair,high,2023-06-26,0xddefff512d2b24faab0c4dfbbee61027714e31f1bc74efe34177c87ac2495cbb,2024-01-29,0x058e8dfa1ce33d31d9971a33b43188559db4339ef111b1c1b8e4c64be0b945b0,QmQCNSfe5zAh1yg8EqubxsHquvYP52NCfmQkn6nJaP2VvG,BlockDAG,ERC-721,95.0,17,comprehensive,False,False,True,91725,Electric,Automatic,Silver,3,4,2,0,2024-03-22,2023-06-26,2024-01-29
177,0x92b457e47f634aba2d608b62ab41adcb1b107d94,0x00d2146c2b3efb140f09e7ca1c31ac11f878b411,Audi,R8,2007,WAU073061393517,CD07 OJA,premium,18949,85000,SW3 7AF,Chelsea,high,2021-02-11,0x516dca62f05b71dfb580000c6371c0831950eeccd8a63f26080c1f9a6ef569f4,2023-06-14,0xa22b042b208ecc2a8d3d969a84d755bc725ddf9a18275c7f444a759a3cf4825a,QmTXH9MMKE6kjr7AU5VLENmn7MQsBBS9BEFNqqmLtyvH4V,BlockDAG,ERC-721,70.8949,5,standard,True,True,False,134392,Hybrid,Automatic,Black,2,2,0,0,2023-02-24,2021-02-11,2023-06-14
178,0xa9cebc935295caa7e5c14475ef5cfac0de86770a,0xc3ef53444bbf35b34faaaf2bdedc11d60a9e4bef,Porsche,Panamera,2008,WP0089966052512,EF08 GRS,sports,14539,60000,N1 8DP,Islington,medium,2023-07-03,0x4d6bd0c7c6b404c3d8543c3a066eb19ceff61fd05e1cd5d6a4c9adb8fb8d007a,2024-08-01,0xee779cde224f0a419097addd7ff218ae2e34f09afdc292766c94e4c5e895f0f9,QmPvrV66jp8px1BK9wLefrh7hnmXh1AeWYN3EuS8Azr3yC,BlockDAG,ERC-721,74.9539,3,standard,False,False,True,129253,Electric,Manual,Red,2,5,2,1,2024-01-07,2023-07-03,2024-08-01
179,0xe69714724a8df69a4db9c6a736110829308320ff,0x0c6ce7538fa30ae6459b157b6a96337f4fca59ba,Aston Martin,DB5,1970,SCFAB709413665187,CDD GLM,luxury,72660,50000,N1 8GW,Islington,medium,2023-06-26,0x5f866b93e1633e148cacf8ed46cabef9e89e2ce86726fb4601a851dc7afa382c,2023-07-29,0x8e9b74df49670ccfebbf82fd762a129c46d1eed72e53dfc4d2325c4bd162dd8e,QmRr9YYZPUTfeyNPioJoBYxu4f93RYeXCXrBgVvGXJr3nE,BlockDAG,ERC-721,79.5,19,comprehensive,True,True,False,24797,Petrol,Automatic,Black,5,3,2,1,2024-11-03,2023-06-26,2023-07-29
180,0xfac8f46f79bd71503703af8081dcf99daf81fd28,0xd969082f25c34fabad39b16884c0e23927d7f983,Jaguar,E-Type,2020,SAJ200607702875,DE20 OSN,luxury,39544,60000,SW11 4IC,Wandsworth,low,2022-11-26,0x69fe1575be75e52cd5df3d9b410a030cb99d17672452772f0db7b289d21689eb,2023-10-26,0x4b64cc5f1bbeee324218f8d2e2297f37d0192917900abfd4c6a96510ddf0955a,QmWbnDxNhzTRasTgNNo96MniErB7GGoELUrtLN97VXgqzC,BlockDAG,ERC-721,78.45439999999999,8,comprehensive,True,True,False,48746,Electric,Automatic,Grey,4,1,2,1,2023-02-08,2022-11-26,2023-10-26
181,0x01083da2470f79f5388dc5ee34d31193b0073923,0x70fb4ef457c21a016e1ee90e9a41a5879c6265ea,Ford,Fiesta,2000,WBA008098923577,EFB FZR,standard,746,6000,E1 6OY,Tower Hamlets,high,2024-04-23,0x0223ca6465ba37d20f9c3f99cb5d020c058c5deb8ad0f656e3631e43198525ec,2023-01-31,0xea7e98f2d6a30ae2ee4719b1ada35333efca276921c8b4cf86b8767dfdcac07c,QmYmd76oRWyd7bPB2pA1321drdQECbVGWMwEPSwpQDjzWj,BlockDAG,ERC-721,57.5746,0,standard,False,True,True,77373,Petrol,Manual,Silver,5,2,0,0,2024-06-09,2024-04-23,2023-01-31
182,0xbada04e23eda3f0aa807083ada85bb959b731f02,0xeccb4ca76e4ae5208f6dcc1b8cbde061b540b1ca,Volkswagen,Polo,2021,WBA211910406353,CD21 PJI,standard,5731,8000,SW1 8NY,Westminster,very_high,2024-09-12,0x5111d8155dfe00f8f7f6f0ad4ca4cd45d0912327f8e6c93612d464cf32429b66,2023-02-25,0x709fce870fb30441cb9e60f043d0e8f700cdda53e4b8d0b48c9f3d32b9c13ac6,QmkdNzMuJrE4ieNuVF2aJ5swzqYkAryxFxSeiUNjaM6StV,BlockDAG,ERC-721,52.5731,1,standard,True,True,True,128313,Electric,Automatic,White,3,3,1,1,2023-02-15,2024-09-12,2023-02-25
183,0x891b24e4a5b46664c6ef27d83a1cc9821f6021fa,0xea454847bd96d662d9d63d44f5aac845346cfd6a,McLaren,720S,2000,WBA003100439712,DEB INH,supercar,27360,220000,W1 6MA,Mayfair,high,2020-10-21,0xa93f6ec72f3a9657ad8f7e48dd5eb60c99bea090edce36f2cbc8dcc0fb9cd2d5,2023-03-16,0xf2b06613baa61a8024a1233740e7c1968aac8c55ee66326d166bbecec5ee322e,Qm7T5epTmkzfppA9dBazMUve681DTT94i3x6PBMEENe7am,BlockDAG,ERC-721,95.0,11,standard,True,True,True,22084,Hybrid,Automatic,Grey,5,5,0,0,2023-01-09,2020-10-21,2023-03-16
184,0xa9cebc9306e4cafe2581de7126aa1ee5dee4fb9a,0x4c4b86ae5131ba0a8026a75a325b72700b57acc9,Porsche,Cayenne,2017,WP0171909284665,BC17 UCQ,sports,28227,55000,N1 5QD,Islington,medium,2020-11-17,0x0531e59081bdc7bfba1f9ce9e95b42efe55c9f4c4aaf7c5670125530c7a24567,2024-10-26,0x29bb303730757744384622464cee5057e53c9ae70dc741103a27f7979dbdaab8,QmsjJzZNj5zERJcH4uXkr7XnqWsaqzst36apE24zxYXEu7,BlockDAG,ERC-721,71.8227,6,standard,False,True,False,51349,Hybrid,Automatic,Red,4,1,0,1,2024-04-21,2020-11-17,2024-10-26
185,0x6c5b90ce9914a9121fe7c68709d54ddd59b3b875,0x7789649cdd04e40f3abedeb5f3eaf1dbd581fc5e,Ferrari,250GT,2019,ZFF199464121351,BC19 TMB,supercar,72762,120000,TW9 8SI,Richmond,low,2020-08-01,0xebb5970bd6db5787eddca2f6aee6743c71dfddf8b940443c8d94313eb4594bf1,2024-10-27,0x0a744415597ef3c41e34414a1ea65fefe65011400a2b35a563334393f9faf3da,QmbpH88FdguzRzy4a96GdUe77aqknvt9wkbNRfEiTRqdoE,BlockDAG,ERC-721,82.5,14,comprehensive,True,True,True,92603,Diesel,Automatic,Red,3,3,2,0,2024-08-03,2020-08-01,2024-10-27
186,0xbada04e27f68617c4d2bcdcdf4e9f28256d904fd,0x317e838fd3216dc096edd10a189e8a4a43f17fb5,Volkswagen,Polo,2010,WBA109670426924,EF10 YWT,standard,2290,8000,N1 6PK,Islington,medium,2022-12-09,0x78b49777f77a8c92d97394a7caeaa7946c25e165ed8859a71a9b2c56bb8de0db,2023-07-28,0xd209f553082a8595d3bef3ad525885876805c2a85ffbef0ac6e74b84f26a43fb,QmrLkSufosbBf9DC6ExeWXbLc2yKdpxhxfBfiHvbne9RCf,BlockDAG,ERC-721,47.729,0,standard,False,True,True,37867,Hybrid,Manual,Silver,3,3,0,1,2023-05-16,2022-12-09,2023-07-28
187,0x6c5b90ce3ec45f61396bb78c0d55c209374dd507,0x8c4917d64a82f6be0484515399e54bd2e6b5963a,Ferrari,F8,2015,ZFF157966240272,CD15 JAY,supercar,95565,220000,EN1 9UX,Enfield,medium,2021-08-16,0x578fd3d5759d2575222a03433fd746fdde36fc4d7164707e38ac09ac3fedbbe9,2023-05-15,0x3559a5f5e32852bffd8c074e8d2371d247b2e5459992fd60c3d3488b8d9a746f,QmxNaHFUrudZFHvrg3DoRnnnTnEJUTvTfYz5MPzKGkS6H3,BlockDAG,ERC-721,89.5,25,comprehensive,True,False,False,10827,Petrol,Automatic,Silver,2,2,0,1,2023-04-20,2021-08-16,2023-05-15
188,0x6c5b90ce3f3dc4f9d302c2b18eb6288a9d294862,0x88fd97dcc33ff2fa8e7f99b22db58d72a577339b,Ferrari,250GT,2002,ZFF029834182499,BC02 OAW,supercar,17631,120000,CR0 3JB,Croydon,medium,2020-04-15,0x2155148378e34b7d0ab7cd40455e98ed1227f643758784213fd00bca98e71532,2023-04-25,0xff6d8fd642968b5d3d03fc0115bbf1035d0ae20650d3c37d439715350a1dac43,QmVYJzbPJ3Wi62ZrjmXxopwdrhZLQgpjWKiMUqwCYAWF4E,BlockDAG,ERC-721,93.2631,5,standard,True,True,True,77596,Electric,Manual,Red,5,1,2,1,2023-04-15,2020-04-15,2023-04-25
189,0xa9cebc9350868ea7010568b311122f9230c9b1da,0x53ebcc899923459824b4928786190ee0438ce2b3,Porsche,Cayenne,2001,WP0010024343235,CD01 BSC,sports,7434,55000,N1 7QY,Islington,medium,2023-02-08,0x8d984eb2aa033f58a6100c86334319b93e05b7516e203047d3be582117d88dd7,2024-03-05,0x2126bcb02b86f4ec541a0cfa96200a3f2faaf475162cde972ff85f16980c2365,QmnL7qhrJxrhAMRMhBNfGbym3oqMSmSBgjEer9dW28XhJj,BlockDAG,ERC-721,77.7434,1,standard,True,True,True,13363,Petrol,Manual,Grey,4,1,2,0,2023-04-29,2023-02-08,2024-03-05
190,0x53092a17f56fd8cc8a1a0a9fde97ded5abd6fe07,0x4704674dd69650d7363b67e80ae780c1c8e07df0,Toyota,Prius,2005,WBA051525255194,BC05 YLM,standard,2264,12000,SW1 8BZ,Westminster,very_high,2024-05-17,0x4c40d0b1f5206a072b2e4b9162dd0893e2a9857ec5bfc9c0c0d2f5d2a8d43537,2024-04-02,0x700c1658de7e208fe463febb9c2c5c75df84a02832220d1274470084f122eb82,QmYMUXxQxt2gfBFq8Jp89pnrqLCsXCeMTcKRmRyQYuJd1U,BlockDAG,ERC-721,60.2264,0,standard,True,False,True,60090,Diesel,Automatic,White,3,3,1,1,2023-01-13,2024-05-17,2024-04-02
191,0xc57be7f501a79805141a0f91cbb1a9ece98d4dc3,0x9d897fc8b92e11759e75088c9a037527ade54c50,Mercedes,S-Class,2013,WDD135975130768,CD13 YDH,luxury,16544,45000,W1 7LS,Mayfair,high,2024-05-25,0xc4f96ebe389c73194cf35b12464575c10486725833776ddea2b07a88142a510b,2023-08-13,0x0a17d0b13f9167ddf7967e7aa2e8281a77a488fbcc97f4d7ca9f73feb7a39a9f,Qmaq1cWNTcisnypfQ7zrKkDfKF6TB9YyMsEeM7c7eroxoA,BlockDAG,ERC-721,85.45439999999999,6,standard,True,True,False,39075,Electric,Automatic,Grey,3,5,2,1,2023-11-29,2024-05-25,2023-08-13
192,0xbcb48dddea2cfc722cea0e0996d4d2cc6e59dbaa,0x8eb55922c3fcece95b6d562100487a5b235ea97b,BMW,M5,2008,WBA083989858254,CD08 QJU,premium,8481,35000,SW11 2FE,Wandsworth,low,2020-12-20,0xdd5cc93ae7f186b8f962d583715f5de7dc577b100ad94e8883cb3373746ab412,2024-03-19,0xcc2b5a50f35f6c6b696b4b537422cad098e6c3c0dab535bee03dd31dc967485d,QmtySEJQfhAvGnXkMEUAibEuBkHiVWWsJKBsXTXTkLzWs5,BlockDAG,ERC-721,59.3481,1,standard,False,True,False,5926,Diesel,Automatic,Grey,5,3,1,1,2024-03-02,2020-12-20,2024-03-19
193,0x01083da2b57756c6cea7add7aff5a1bb76e328cb,0xac08b23a338f27626b53cc70514acb3efc496b1e,Ford,Fiesta,2023,WBA238005276173,BC23 EOM,standard,5078,6000,EN1 9RK,Enfield,medium,2024-08-03,0x348194c1843af51aef252b0a70fc0bf504609a9814a77743419e6056d9b180a5,2023-06-30,0x212f6197c947379d70246f328551675e52ebdfef5d3b72ad5500c189ef735423,QmZtP64jo8Vqnz8uVJck5PTMNdko33cnk233nYV1PDmHoa,BlockDAG,ERC-721,41.5078,0,standard,True,False,True,37748,Diesel,Automatic,Blue,2,3,0,0,2023-02-14,2024-08-03,2023-06-30
194,0xe697147284867bbfaf99683679838f7d5ed8f68c,0xca9c505903dd8ba2484302d8e8e02192a1bf5cc9,Aston Martin,Vantage,2012,SCFAB129845881357,DE12 QRS,luxury,15221,45000,SE1 8BQ,Southwark,medium,2021-01-17,0xcb302b2007b02f6a3e2c5ce76bdb1174d448ad490bdcfeef209cf7e5c04a3903,2023-11-09,0x5a969465c8ddaa47d06c3165333d2ff3e3b672a5ee19e5c516d230ceccf9ae50,QmucVNs8VmcrPnYZRLwaSPtKNL3R1qkDbUDbKhG14jBLud,BlockDAG,ERC-721,80.2221,4,standard,False,False,True,53061,Hybrid,Automatic,Silver,3,5,1,0,2023-10-17,2021-01-17,2023-11-09
195,0x01083da2bb24fe0e5be95969898fd248bec0c44e,0xa769ee2151c33871c1340f40400fd3a0ee9304e7,Ford,Focus,2010,WBA109377357937,BC10 MNO,standard,2290,8000,W1 5WZ,Mayfair,high,2024-11-15,0x537563bf52191ab189d77e2c269dc3fdf7b138a224d36cb1ce5c48b8911fb8ed,2023-04-20,0x3859764ef3f213ce128543d671eeadfa27b403ed2fa30298b6b3e292c5ccee0c,QmaZgb86Bess1UibPZvtpFa3aKGKYMZm42D9qBn2dsnuBX,BlockDAG,ERC-721,52.729,0,standard,False,False,True,83213,Hybrid,Manual,White,3,4,1,0,2023-05-27,2024-11-15,2023-04-20
